term,Estimate,Std. Error,t value,CI_lower,CI_upper,type,threshold,header
(A) Country: United Kingdom,0.02336868950727605,0.023098259523158464,1.0117078078478792,-0.021903899158114536,0.06864127817266663,non_political,30,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.16421013702301973,0.021516262450784945,7.631908069471847,0.12203826261948124,0.2063820114265582,non_political,30,"(A) Country 
 (Reference: France)"
(A) Country: Germany,0.06091240114570738,0.026767026742696237,2.2756506253474043,0.008449028730022755,0.113375773561392,non_political,60,"(A) Country 
 (Reference: France)"
(A) Country: Italy,0.04978926256667798,0.02143578866682988,2.3227166184803254,0.007775116779691421,0.09180340835366455,non_political,60,"(A) Country 
 (Reference: France)"
(A) Country: Spain,0.19152707079364995,0.022254517160970676,8.60621101811836,0.14790821715814742,0.23514592442915247,non_political,60,"(A) Country 
 (Reference: France)"
(A) Country: United Kingdom,0.017874573307123606,0.02418698719175409,0.7390161149635647,-0.02953192158871441,0.06528106820296162,non_political,60,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.15658084960528648,0.022558119556488638,6.9412190680693255,0.11236693527456876,0.2007947639360042,non_political,60,"(A) Country 
 (Reference: France)"
(A) Country: Germany,0.055517303244439785,0.029834071032816815,1.8608691781745772,-0.0029574759798811703,0.11399208246876075,non_political,120,"(A) Country 
 (Reference: France)"
(A) Country: Italy,0.026481648315877203,0.023960674260537152,1.1052129847402523,-0.020481273234775617,0.07344456986653003,non_political,120,"(A) Country 
 (Reference: France)"
(A) Country: Spain,0.19255018846744473,0.024815624196507527,7.759232124999041,0.14391156504228997,0.2411888118925995,non_political,120,"(A) Country 
 (Reference: France)"
(A) Country: United Kingdom,0.003969318702349672,0.02680609950635133,0.14807520584668415,-0.048570636330098935,0.056509273734798277,non_political,120,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.16293570630110216,0.025193691163178742,6.467321729308053,0.11355607162127182,0.2123153409809325,non_political,120,"(A) Country 
 (Reference: France)"
(A) Country: Germany,0.06586760490182107,0.03807512235855548,1.7299381018803377,-0.008759634920947668,0.1404948447245898,political,3,"(A) Country 
 (Reference: France)"
(A) Country: Italy,0.15834451164683877,0.031097436887548156,5.091883045520131,0.09739353534724439,0.21929548794643317,political,3,"(A) Country 
 (Reference: France)"
(A) Country: Spain,0.2675542235303526,0.03040148686332645,8.800695332211047,0.20796730927823273,0.32714113778247245,political,3,"(A) Country 
 (Reference: France)"
(A) Country: United Kingdom,0.08451966827670854,0.034487250491215725,2.4507511347776654,0.016924657313925714,0.15211467923949135,political,3,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.3104022144487933,0.03256428426524375,9.531983320145908,0.24657621728891554,0.37422821160867104,political,3,"(A) Country 
 (Reference: France)"
(A) Country: Germany,0.0751452816108126,0.03907683012065737,1.9230137495489479,-0.0014453054256758496,0.15173586864730104,political,10,"(A) Country 
 (Reference: France)"
(A) Country: Italy,0.1602444483687544,0.03202714194742034,5.003395202476425,0.09747125015181053,0.22301764658569828,political,10,"(A) Country 
 (Reference: France)"
(A) Country: Spain,0.26496650267093563,0.03095393066117846,8.560027660824643,0.20429679857502586,0.3256362067668454,political,10,"(A) Country 
 (Reference: France)"
(A) Country: United Kingdom,0.08094800332065408,0.035143971905583105,2.303325404940765,0.012065818385711191,0.14983018825559696,political,10,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.34302231117875454,0.03333103960674825,10.291377503547947,0.277693473549528,0.40835114880798107,political,10,"(A) Country 
 (Reference: France)"
(A) Country: Germany,0.058147018794764416,0.042191191839701304,1.3781790999335768,-0.024547717211050146,0.14084175480057898,political,30,"(A) Country 
 (Reference: France)"
(A) Country: Italy,0.18838762637048062,0.03497098279417446,5.386969748012419,0.11984450009389869,0.25693075264706255,political,30,"(A) Country 
 (Reference: France)"
(A) Country: Spain,0.284519876251174,0.03356288730229792,8.477216923816146,0.21873661713867004,0.3503031353636779,political,30,"(A) Country 
 (Reference: France)"
(A) Country: United Kingdom,0.09558328747330526,0.037923492400650426,2.5204241862404504,0.02125324236803043,0.1699133325785801,political,30,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.38007650068794074,0.03606907977923834,10.537460423559681,0.3093811043206336,0.4507718970552479,political,30,"(A) Country 
 (Reference: France)"
(A) Country: Germany,0.07951047310562605,0.04581857854760925,1.735332601446991,-0.010293940847688074,0.16931488705894016,political,60,"(A) Country 
 (Reference: France)"
(A) Country: Italy,0.19529530742244502,0.039112595828377776,4.9931563806038755,0.11863461959882458,0.27195599524606545,political,60,"(A) Country 
 (Reference: France)"
(A) Country: Spain,0.2917486754991339,0.03697230982732531,7.891004832040809,0.21928294823757633,0.3642144027606915,political,60,"(A) Country 
 (Reference: France)"
(A) Country: United Kingdom,0.08821692216862118,0.04163368668787448,2.118883269453861,0.006614896260387193,0.16981894807685516,political,60,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.4096553405905597,0.039781332236942135,10.297677768823979,0.3316839294061531,0.4876267517749663,political,60,"(A) Country 
 (Reference: France)"
(A) Country: Germany,0.09689928333393208,0.055615062156819155,1.7423208673345143,-0.012106238493433466,0.2059048051612976,political,120,"(A) Country 
 (Reference: France)"
(A) Country: Italy,0.16328740814461484,0.049093303662237756,3.326062741021327,0.06706453296662884,0.25951028332260084,political,120,"(A) Country 
 (Reference: France)"
(A) Country: Spain,0.27381674170066556,0.045286132618466764,6.046370618740109,0.1850559217684707,0.3625775616328604,political,120,"(A) Country 
 (Reference: France)"
(A) Country: United Kingdom,0.07076463372275306,0.05040878527766931,1.4038154923384205,-0.028036585421478785,0.1695658528669849,political,120,"(A) Country 
 (Reference: France)"
(A) Country: USA,0.4392370708089592,0.04896965509996855,8.969576565574817,0.3432565468130208,0.5352175948048975,political,120,"(A) Country 
 (Reference: France)"
(B) Access: Facebook,-3.259210389295569e-4,0.007269100602968299,-0.04483650134054669,-0.014573358220747424,0.013921516142888309,non_political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.11073149249233347,0.0035495473546502763,-31.195947378266045,-0.11768860530744801,-0.10377437967721892,non_political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.05091899310234176,0.005120119574775473,9.944883583031292,0.04088355873578184,0.06095442746890169,non_political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.0943763076193204,0.021891410007732197,-4.3111114170346285,-0.13728347123447548,-0.05146914400416529,non_political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.023551826944434865,0.008155073017048972,-2.8879970657770304,-0.03953577005785085,-0.00756788383101888,non_political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.11568485976602579,0.00390026231736543,-29.660789545091216,-0.12332937390806203,-0.10804034562398954,non_political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.05336647457656159,0.0055984597852179645,9.532349364635808,0.04239349339753438,0.0643394557555888,non_political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.06840984233299542,0.024220331037573577,-2.82448007117944,-0.11588169116663963,-0.020937993499351208,non_political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.022220313240652424,0.010013544762957885,-2.219025706346251,-0.04184686097604988,-0.0025937655052549677,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.1260877889733489,0.004613292118367116,-27.331412305617864,-0.13512984152534846,-0.11704573642134936,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.07240781926897877,0.0067171926095082315,10.779476409011261,0.05924212175434264,0.0855735167836149,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.0741988082891659,0.02900516034352332,-2.558124396155392,-0.1310489225624716,-0.0173486940158602,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,0.00634844817197004,0.013031016463840308,0.48717981360750423,-0.019192344097156963,0.03188924044109704,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.12510243724810077,0.005841022609135525,-21.417899847269382,-0.1365508415620064,-0.11365403293419514,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.0956349431737302,0.00840907337277141,11.372827769989051,0.07915315936309823,0.11211672698436216,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.058971402408930666,0.037491090791528875,-1.5729444293003947,-0.13245394036032726,0.01451113554246592,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,0.0013834222735902841,0.019701591635520623,0.07021880765694424,-0.037231697332030134,0.0399985418792107,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.1391502644364408,0.008804747467739208,-15.804004026951423,-0.15640756947320963,-0.12189295939967194,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.12149699563929665,0.01204767350745927,10.084685276711081,0.09788355556467648,0.14511043571391682,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.09596838476710239,0.054948353332779094,-1.7465197580334595,-0.20366715729934942,0.011730387765144637,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.0543124608743477,0.023488510421909133,-2.3122990729836674,-0.1003499413012896,-0.008274980447405801,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.13079961099559254,0.010236289556325544,-12.778029604952367,-0.1508627385259906,-0.11073648346519446,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,-0.015099591664104252,0.017109152677484172,-0.8825446793736008,-0.04863353091197323,0.01843434758376472,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.14409547200896777,0.05084049841025205,-2.834265526789382,-0.2437428488930618,-0.04444809512487376,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.06264647624945124,0.02530819265560495,-2.4753437395529336,-0.11225053385443695,-0.013042418644465543,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.14955916008558884,0.011026197543740474,-13.56398336709403,-0.17117050727132016,-0.12794781289985752,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,-0.019797699030852458,0.018240287963657183,-1.085383030700959,-0.05554866343962053,0.01595326537791562,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.12897723585919682,0.05678791235875858,-2.2712093208213218,-0.24028154408236363,-0.017672927636029998,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.0770443522220588,0.03000700235802539,-2.5675457782424322,-0.13585807684378856,-0.018230627600329036,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.161421989918549,0.012507412454053148,-12.906105920112887,-0.18593651832849317,-0.13690746150860483,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,-0.024123929291335017,0.021532883192822233,-1.1203297336130298,-0.0663283803492666,0.018080521766596556,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,0.0011528438589491475,0.06786710091711269,0.016986785104569833,-0.13186667393859172,0.13417236165649002,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.08596639344112017,0.038792930370391554,-2.216032473451231,-0.1620005369670876,-0.009932249915152722,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.1604156057490183,0.015447665777179143,-10.384456011859118,-0.19069303067228943,-0.13013818082574719,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.020526200423629876,0.026391980832378596,0.7777438364326039,-0.03120208200783217,0.07225448285509192,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.06932325809551056,0.09430180545013492,-0.7351212181421853,-0.25415479677777497,0.11550828058675387,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,0.07011072215397023,0.0559883855239332,1.2522368969542834,-0.03962651347293884,0.1798479577808793,political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.17029493958071598,0.022367998556841268,-7.613329335119755,-0.21413621675212485,-0.1264536624093071,political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.1361518493884854,0.03781115166604636,3.6008384666777284,0.062041992123034545,0.21026170665393626,political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,0.1831896734269651,0.14974108330336308,1.2233761729627528,-0.11030284984762653,0.47668219670155676,political,120,"(B) Access 
 (Reference: Direct)"
(C) Political Interest: High,0.1756658152772693,0.03135885695719371,-5.601792677490167,0.23712917491336896,0.11420245564116963,non_political,3,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.18191360359858463,0.031510622303098944,-5.7730882573110645,0.24367442331265857,0.1201527838845107,non_political,10,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.17329167546420832,0.032483192338512885,-5.334810497019697,0.23695873244769355,0.10962461848072307,non_political,30,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.19067298035452304,0.03429526906704853,-5.559745864123424,0.25789170772593817,0.12345425298310793,non_political,60,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.20291075911824707,0.038239643044289694,-5.306293232999925,0.2778604594850549,0.12796105875143926,non_political,120,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.17135203806465274,0.053830221085946,-3.1831940238749894,0.2768592713931069,0.06584480473619858,political,3,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.17531213531767445,0.05614736103104407,-3.1223575266653008,0.2853609629385208,0.06526330769682807,political,10,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.16788094723747787,0.06307000476750713,-2.661819161998352,0.29149815658179185,0.0442637378931639,political,30,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.13081091812407505,0.07185887303433003,-1.8203864408168653,0.2716543092713619,-0.010032473023211808,political,60,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.06393528068273945,0.09137367208889874,-0.6997122827737065,0.243027677976981,-0.11515711661150209,political,120,"(C) Political Interest 
(Reference: Low Political Interest)"
(D) Extremity: High,0.060971769068823296,0.022875819216483222,2.665337074568676,0.01613516340451618,0.10580837473313041,non_political,3,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.06657231911348487,0.022962547310703466,2.8991696005109024,0.021565726384506073,0.11157891184246366,non_political,10,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.08853837478797164,0.023589893576062983,3.7532333286069948,0.04230218337888819,0.13477456619705508,non_political,30,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.09008097990573809,0.024744238587981523,3.6404829991209002,0.0415822722732943,0.13857968753818187,non_political,60,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.09740513433608121,0.02758688686454113,3.530849088350057,0.04333483608158059,0.15147543259058183,non_political,120,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.16909806989218426,0.03564131888636715,4.744439183951312,0.09924108487490464,0.2389550549094639,political,3,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.19130346137396365,0.036478351323145794,5.24430119331024,0.11980589278059789,0.2628010299673294,political,10,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.25605225425847294,0.03929573305461767,6.516032005372757,0.1790326174714223,0.3330718910455236,political,30,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.23480584972214635,0.04337806134310384,5.413009305900558,0.14978484948966284,0.31982684995462984,political,60,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.2703160763174334,0.05263312596113372,5.13585449051696,0.1671551494336113,0.37347700320125543,political,120,"(D) Extremity 
(Reference: Low Extremity)"
(E) Generation: Boomer,0.016987599275402842,0.014800511658860383,1.1477710816323805,-0.01202140357596351,0.04599660212676919,non_political,3,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.027028183723167454,0.01486646331278421,1.818064132302734,-0.0021100843698895963,0.056166451816224504,non_political,10,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.032416371347094644,0.015285733390345783,2.1206945404116686,0.0024563339020169106,0.06237640879217238,non_political,30,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.03818314411000542,0.01602800186689972,2.382277243731763,0.006768260450881969,0.06959802776912886,non_political,60,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.048464211171903845,0.01784976024045759,2.7151183275872075,0.013478681100606967,0.08344974124320073,non_political,120,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.03549204014872992,0.02326973446245041,1.5252447425217608,-0.010116639397672884,0.08110071969513272,political,3,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.04071544717841938,0.023855466692136108,1.7067554244009453,-0.006041267538167389,0.08747216189500615,political,10,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.04271248240739934,0.02598845173817454,1.6435177761920616,-0.008224882999422763,0.09364984781422145,political,30,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.05984538458718723,0.028686773338883236,2.086166467041113,0.0036193088429760864,0.11607146033139837,political,60,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.08835940667706872,0.03501105639498646,2.523757229151237,0.019737736142895257,0.1569810772112422,political,120,"(E) Generation 
(Reference: Millenial)"
(F) Gender: Male,0.023302105878386676,0.012656359940516495,-1.8411380513752784,0.04810857136179901,-0.0015043596050256548,non_political,3,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.026124948600837312,0.012703281867381922,-2.056551123841317,0.05102338106090588,0.0012265161407687478,non_political,10,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.02211135622629067,0.013058056771871109,-1.6933113871829413,0.04770514749915804,-0.0034824350465767033,non_political,30,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.029966159195697416,0.013687015052722686,-2.1893860041993896,0.056792708699033884,0.0031396096923609514,non_political,60,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.026544475652087098,0.015274478313931606,-1.7378318988397992,0.056482453147393044,-0.003393501843218849,non_political,120,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.0501304456879015,0.019850990761080455,-2.525337213202803,0.08903838757961918,0.011222503796183815,political,3,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.05513644418917295,0.0203542003800891,-2.708848451895392,0.09503067693414757,0.015242211444198316,political,10,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.05484199295159292,0.022019101171330855,-2.4906553871053503,0.0979994312474014,0.011684554655784447,political,30,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.07010153976432519,0.024374659390972022,-2.876000794098877,0.11787587217063035,0.022327207358020032,political,60,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.07288712167487033,0.029834639751633137,-2.443036761349884,0.13136301558807129,0.014411227761669379,political,120,"(F) Gender 
(Reference: Female)"
(G) Education: High,0.03958315619560534,0.022024464682730744,1.797235790554413,-0.0035847945825469157,0.0827511069737576,non_political,3,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.033214087628007,0.02211317325596964,1.5020045853907724,-0.0101277319536935,0.0765559072097075,non_political,10,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.025814961831256707,0.022759485865173897,1.1342506585686207,-0.01879363046448413,0.07042355412699755,non_political,30,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.02806150143975366,0.02393532577804144,1.1723885314942162,-0.018851737085207564,0.07497473996471488,non_political,60,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.016302198545904218,0.026786554182185184,0.6085963291518194,-0.036199447651178746,0.06880384474298717,non_political,120,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.03761422932157228,0.03444649857226982,1.0919608924157114,-0.02990090788007657,0.10512936652322113,political,3,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.03674575583457764,0.03530142275840992,1.040914302124654,-0.032445032771905795,0.10593654444106107,political,10,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.0262632168933503,0.0378907626366669,0.6931298043585794,-0.04800267787451683,0.10052911166121743,political,30,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.01096851586597,0.04163913817391912,0.26341841707089375,-0.07064419495491148,0.09258122668685148,political,60,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.0037036209898381523,0.05089350485185872,0.07277197749729923,-0.09604764851980495,0.10345489049948124,political,120,"(G) Education 
(Reference: Low Education)"
