term,Estimate,Std. Error,t value,CI_lower,CI_upper,type,threshold,header
(B) Access: Portal,-0.11536659371353547,0.0039015225576435534,-29.56963390805428,-0.12301357792651683,-0.1077196095005541,non_political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.05438989980993312,0.005446063034051187,9.987012539124773,0.04371561626319279,0.06506418335667344,non_political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.07479516736774795,0.023978059524905348,-3.1193169443115396,-0.12179216403656243,-0.02779817069893347,non_political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.015563078845446525,0.009883481657352413,-1.574655509566207,-0.03493470289385726,0.003808545202964206,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.1256615041493523,0.00461960308060372,-27.20179676842064,-0.13471592618733558,-0.116607082111369,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.07357398549811651,0.006588125740729388,11.16766564476211,0.060661259046286914,0.08648671194994612,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.07793377400987611,0.02877428080664973,-2.708452542517262,-0.1343313643909096,-0.021536183628842645,non_political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,0.007257185648404448,0.012882943309782286,0.5633173626475494,-0.017993383238768833,0.03250775453557773,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.12528872012763012,0.00584890885186052,-21.420870678772186,-0.13675258147727673,-0.1138248587779835,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.09453290081378753,0.008248012889796803,11.461294020373,0.07836679554978579,0.11069900607778926,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.06428697667371179,0.037369293555033295,-1.7203155467479512,-0.13753079204157703,0.008956838694153466,non_political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.006925634732056268,0.019441029146839227,-0.35623807154171444,-0.045030051859861156,0.031178782395748617,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.14068274462336094,0.008816256421337688,-15.957197465680698,-0.15796260720918281,-0.12340288203753907,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.12326232733490541,0.011887159813465364,10.369367390457567,0.0999634941005133,0.14656116056929752,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.10223153842470768,0.0545654697007927,-1.8735573795165648,-0.20917985903826136,0.004716782188846011,non_political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.05464404324446497,0.022979038510511127,-2.377995198514053,-0.09968295872506677,-0.009605127763863165,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.13008806378024992,0.010198183288775295,-12.756003701505572,-0.1500765030262495,-0.11009962453425035,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,-0.010166335672918,0.016776245311095717,-0.6059958878995433,-0.043047776482665605,0.02271510513682961,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.1557694779495726,0.05014687402463044,-3.106264966248224,-0.25405735103784827,-0.05748160486129694,political,3,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.06303774685577816,0.02479754199793159,-2.542096586066323,-0.11164092917172408,-0.014434564539832245,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.14826997761171967,0.010985446824352166,-13.496945548272084,-0.16980145338744992,-0.12673850183598942,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,-0.01625722676946387,0.017934910389003772,-0.9064570949532862,-0.05140965113191126,0.018895197592983522,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.13843750028729995,0.05584878803766228,-2.478791485930599,-0.24790112484111804,-0.028973875733481882,political,10,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.07578673042420865,0.029435290242760474,-2.5746894220908243,-0.1334798993000192,-0.01809356154839812,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.15998128725443622,0.0124664456236827,-12.832951114030232,-0.18441552067685432,-0.13554705383201812,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,-0.017607441997912945,0.021167406724589794,-0.8318185702672164,-0.059095559178108936,0.02388067518228305,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,0.006219396983881456,0.06759159341231058,0.09201435666626415,-0.12626012610424728,0.1386989200720102,political,30,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,-0.07517409018461914,0.037875528000997055,-1.9847667914395863,-0.14941012506657336,-9.380553026649141e-4,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.1597296406714778,0.015393526690638882,-10.3764162612985,-0.18990095298513,-0.1295583283578256,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.02508152235853865,0.025951541564929723,0.9664752398536973,-0.025783499108723604,0.0759465438258009,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,-0.05176819875907224,0.09365727786717468,-0.5527408006934625,-0.2353364633787346,0.13180006586059012,political,60,"(B) Access 
 (Reference: Direct)"
(B) Access: Facebook,0.07634497133171528,0.05429512592460199,1.4061109543743069,-0.030073475480504624,0.18276341814393518,political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Portal,-0.17188481185353213,0.02232630665942132,-7.698757097426129,-0.21564437290599792,-0.12812525080106635,political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Search,0.13377376727855325,0.037472380679406454,3.5699297683552507,0.06032790114691661,0.2072196334101899,political,120,"(B) Access 
 (Reference: Direct)"
(B) Access: Twitter,0.18095641278987845,0.14958702451910674,1.2097066130676655,-0.11223415526757075,0.47414698084732765,political,120,"(B) Access 
 (Reference: Direct)"
(C) Political Interest: High,0.16629123110464128,0.02969131625886462,-5.600668884290149,0.22448621097201593,0.10809625123726663,non_political,3,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.1734635929005213,0.030184292448985548,-5.746816599848812,0.23262480610053296,0.11430237970050963,non_political,10,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.16607802899098212,0.03127199836505849,-5.310758431624505,0.22737114578649675,0.10478491219546748,non_political,30,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.18608917883523088,0.03315967564372848,-5.611911914778518,0.2510821430969387,0.12109621457352306,non_political,60,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.2010070522469377,0.03711336763332097,-5.416028376429801,0.2737492528082468,0.12826485168562862,non_political,120,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.1918376211429344,0.05266175814643621,-3.642825987873264,0.2950546671099494,0.08862057517591942,political,3,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.19594315258848458,0.05486769305433965,-3.5711935691268657,0.3034838309749903,0.08840247420197886,political,10,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.1831535071393719,0.06210740195838613,-2.948980336709148,0.3048840149778087,0.06142299930093509,political,30,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.14734373435581424,0.07065138662809176,-2.0855037868036517,0.28582045214687407,0.008867016564754415,political,60,"(C) Political Interest 
(Reference: Low Political Interest)"
(C) Political Interest: High,0.10267521958396182,0.08893059208098945,-1.154554548455666,0.27697918006270117,-0.07162874089477751,political,120,"(C) Political Interest 
(Reference: Low Political Interest)"
(D) Extremity: High,0.07025228593901134,0.02169464038106572,3.2382323331952967,0.027730790792122532,0.11277378108590014,non_political,3,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.0764593280616079,0.02201064124760696,3.473743776997897,0.033318471216298266,0.11960018490691754,non_political,10,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.09695324461521974,0.0226943750441586,4.272126658106628,0.05247226952866889,0.1414342197017706,non_political,30,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.09767763749336862,0.02393169273826822,4.081518117486783,0.050771519726362915,0.1445837552603743,non_political,60,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.10706337819097135,0.026822252626791394,3.991587868501065,0.05449176304246022,0.15963499333948247,non_political,120,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.1731915026135224,0.0348534379862204,4.969136837576687,0.10487876416053042,0.24150424106651436,political,3,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.19649831240757934,0.03578703623264772,5.490767973356739,0.1263557213915898,0.2666409034235689,political,10,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.26242898432141815,0.03867180670667253,6.786054406817719,0.18663224317633997,0.3382257254664963,political,30,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.2426582570229883,0.042733091449085374,5.6784624934544015,0.15890139778278095,0.32641511626319564,political,60,"(D) Extremity 
(Reference: Low Extremity)"
(D) Extremity: High,0.2772367204772564,0.05185158769900156,5.346735418915529,0.17560760858721333,0.3788658323672994,political,120,"(D) Extremity 
(Reference: Low Extremity)"
(E) Generation: Boomer,0.03341548227765071,0.014000553585880513,2.3867257871395924,0.005974397249324907,0.060856567305976515,non_political,3,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.03884312803938752,0.014215289576087002,2.7324893968202755,0.010981160470256997,0.06670509560851803,non_political,10,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.0416738447271885,0.014667404258726492,2.8412556163367695,0.012925732380084574,0.07042195707429243,non_political,30,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.045451532137159335,0.01546346252656747,2.9392855616308413,0.015143145585087097,0.07575991868923157,non_political,60,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.06118026207946393,0.017327970627403447,3.5307228639174832,0.02721743964975317,0.09514308450917469,non_political,120,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.039579977347127406,0.02265734065626015,1.7468942162103032,-0.004828410339142483,0.0839883650333973,political,3,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.03973041203982332,0.02331139409806183,1.7043344500416047,-0.005959920392377867,0.0854207444720245,political,10,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.04092020670669228,0.02550443377965805,1.6044350194251173,-0.009068483501437498,0.09090889691482207,political,30,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.06171790631361062,0.028230963863227296,2.186177794446554,0.0063852171416851206,0.11705059548553612,political,60,"(E) Generation 
(Reference: Millenial)"
(E) Generation: Boomer,0.10234553599193555,0.034417762471746216,2.973625495729181,0.03488672154731297,0.16980435043655812,political,120,"(E) Generation 
(Reference: Millenial)"
(F) Gender: Male,0.020556194932254006,0.011996796513689739,-1.7134736684744964,0.04406991609908589,-0.00295752623457788,non_political,3,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.02502794948450155,0.012170536917749051,-2.0564375798410124,0.04888220184328969,0.0011736971257134098,non_political,10,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.020486084366874657,0.012554824966144549,-1.6317299860505912,0.04509354130051797,-0.004121372566768658,non_political,30,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.02773553047701356,0.013233614731549662,-2.095839348480543,0.05367341535085089,0.0017976456031762213,non_political,60,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.0244733359536043,0.014847525908281584,-1.6483107087864164,0.053574486733836205,-0.004627814826627604,non_political,120,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.0444371719931363,0.01937562961947513,-2.293456928412325,0.08241340604730756,0.0064609379389650445,political,3,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.049035298215341507,0.019925281231572466,-2.4609589016812956,0.08808884942922354,0.009981747001459478,political,10,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.050325424416724926,0.02163461254593196,-2.326153256032672,0.09272926500675158,0.007921583826698282,political,30,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.06681456325998271,0.023995552222909017,-2.7844561625130493,0.11384584561688438,0.019783280903081034,political,60,"(F) Gender 
(Reference: Female)"
(F) Gender: Male,0.06878543191011804,0.029384498493764774,-2.3408747957605582,0.126379048957897,0.01119181486233909,political,120,"(F) Gender 
(Reference: Female)"
(G) Education: High,0.01788073297283984,0.020574537498325263,0.869070955995745,-0.022445360523877675,0.058206826469557355,non_political,3,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.00802727063409959,0.020879574296987394,0.3844556656146866,-0.0328966949879957,0.04895123625619488,non_political,10,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.005269970872068134,0.021576909345817647,0.24424122971484039,-0.03702077144573446,0.04756071318987072,non_political,30,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.004577414183414307,0.02281695578494766,0.2006145879650618,-0.0401438191550831,0.049298647521911716,non_political,60,"(G) Education 
(Reference: Low Education)"
(G) Education: High,-0.004877401755901568,0.025653830746592932,-0.19012372086181836,-0.05515891001922371,0.04540410650742058,non_political,120,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.043526727669796345,0.033365173099594365,1.3045557276106419,-0.021869011605408606,0.1089224669450013,political,3,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.048687062220919,0.03427090798002648,1.420652824526693,-0.018483917419932903,0.1158580418617709,political,10,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.031456718036951846,0.037029252764141554,0.8495099330606518,-0.041120617380765605,0.10403405345466929,political,30,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.019289069068854893,0.04077028177538614,0.4731159125934739,-0.06062068321090195,0.09919882134861174,political,60,"(G) Education 
(Reference: Low Education)"
(G) Education: High,0.028622281313097797,0.049745289254049314,0.5753767189275699,-0.06887848562483885,0.12612304825103443,political,120,"(G) Education 
(Reference: Low Education)"
